Genus,fold_0,fold_1,fold_2,mean_importance,std_importance
g__Streptococcus_ASV-1,0.025026024082042086,0.0284929210639685,0.026375619219286665,0.026631521455099085,0.001426874938818622
g__Veillonella_A_ASV-1,0.01592900969170271,0.014612433466258167,0.012918245336648855,0.014486562831536577,0.0012323576490964048
g__Haemophilus_D_735815_ASV-1,0.019972769853960886,0.014662718718902927,0.008403459998838871,0.01434631619056756,0.00472844692972993
g__Staphylococcus_ASV-1,0.013083257425605486,0.009047192572870975,0.012606988877376947,0.011579146291951135,0.0018008886989818523
g__Staphylococcus_ASV-2,0.01606836032065585,0.006899898208627352,0.010147216879502095,0.011038491802928431,0.003795695159587326
g__Prevotella_ASV-1,0.006904104165288382,0.015365856661339595,0.010131313209185967,0.010800424678604648,0.0034867459944756467
g__F0422_ASV-1,0.011381989797596458,0.007808241424906956,0.011450483054714666,0.01021357142573936,0.0017010549944560826
g__Granulicatella_ASV-1,0.00798967044436953,0.014136236481722615,0.007844088522143033,0.00998999848274506,0.0029324353567349495
g__Cutibacterium_ASV-1,0.010116861219760803,0.010682344718199661,0.008730830510134869,0.009843345482698445,0.0008198414765002896
g__Actinomyces_ASV-1,0.009080638946641333,0.008166053599204762,0.011970000369770903,0.009738897638539,0.0016212096589520767
g__Massilia_ASV-1,0.007157093098598427,0.006220556856112427,0.014621188597249073,0.009332946183986642,0.0037588478642125783
g__Cutibacterium_ASV-2,0.012163566659041808,0.007371007386852635,0.007521551277826169,0.009018708441240204,0.0022245997053152544
g__Prevotella_ASV-4,0.004796386033007871,0.010995110053679398,0.010359385668502006,0.008716960585063093,0.0027843868250352166
g__Micrococcus_ASV-1,0.010914694748977787,0.00694628751080731,0.007925688570232733,0.008595556943339277,0.0016879191785464263
g__Corynebacterium_ASV-2,0.007836674317496432,0.007879769200298009,0.009023598902084342,0.008246680806626262,0.000549645696498256
g___ASV-3,0.005128914923761256,0.012201486684609077,0.0069010451811305756,0.008077148929833635,0.0030047443428540977
g__Brachybacterium_ASV-1,0.010729042070229039,0.0075238762743143105,0.005770618347943968,0.008007845564162439,0.00205299150145455
g__Fusobacterium_C_ASV-1,0.0075319412106058655,0.0070254234291829915,0.00929572220119917,0.007951028946996008,0.0009730673243748356
g__Gemella_ASV-1,0.010921593583268233,0.006563397981858526,0.005683853589631777,0.007722948384919512,0.002290108863957326
g__Prevotella_ASV-2,0.005411636093151248,0.01013195328893805,0.007135487731140992,0.007559692371076763,0.0019502667833944192
g__Haemophilus_D_734546_ASV-1,0.009783138325803992,0.007326359919221194,0.004596312027489979,0.007235270090838387,0.0021184923538287896
g__Streptococcus_ASV-2,0.006618143057853409,0.007649684914336195,0.007369026342685602,0.007212284771625069,0.00043546572042116126
g__Neisseria_563205_ASV-2,0.008518369562216637,0.0065577590636174184,0.006322145114629267,0.007132757913487775,0.0009844857249885297
g__Chryseobacterium_796614_ASV-1,0.0054772036674804615,0.009414104488786112,0.005907016957562824,0.0069327750379431325,0.0017633172807331825
g___ASV-19,0.0105495920410767,0.004207596224491547,0.00589945354595646,0.006885547270508235,0.002681357039460453
g__Acinetobacter_ASV-1,0.00644094727559913,0.004983329461146829,0.009014646720726494,0.006812974485824151,0.0016666699124715896
g__Sphingomonas_L_486704_ASV-1,0.006725355782407246,0.003674930751568381,0.009695452632376379,0.006698579722117335,0.0024579406891915914
g__Streptococcus_ASV-3,0.009624255600107814,0.004499691620080139,0.0058891796844436845,0.006671042301543879,0.002163911714213151
g___ASV-2,0.008428220389194751,0.0043788919212804246,0.006797100209481784,0.00653473750665232,0.0016635085213973374
g__Catenibacterium_ASV-1,0.0072475868230878135,0.006555936664194278,0.005025680820511338,0.006276401435931143,0.000928375473233194
g___ASV-35,0.006374197568754629,0.007876994178266539,0.00395159221866081,0.006067594655227326,0.0016171372124955251
g__Corynebacterium_ASV-8,0.0020797757917784504,0.00478656053700993,0.011146535343590044,0.006004290557459474,0.003800322968259385
g__Granulicatella_ASV-2,0.004881053785839693,0.007029579165514806,0.005776582475572513,0.005895738475642338,0.0008811692766022136
g___ASV-6,0.007368513116741033,0.005306139184252913,0.004774475158524441,0.005816375819839462,0.0011187833571602492
g__Corynebacterium_ASV-3,0.004666745602836725,0.005272642253341812,0.007292347621450528,0.005743911825876355,0.0011225024862733827
g__Corynebacterium_ASV-5,0.003479086206490331,0.005593677851890974,0.007636259197010365,0.0055696744184638896,0.0016972436363880382
g___ASV-32,0.00307102103901512,0.0062219291757856674,0.007402970626791785,0.005565306947197524,0.001828444032698595
g__Porphyromonas_A_859423_ASV-1,0.005065871343329682,0.005600958855090205,0.005226297003809488,0.0052977090674097916,0.00022420886606206768
g__Luteimonas_C_615545_ASV-1,0.005656880889941754,0.00222637672686943,0.007664393187992361,0.005182550268267849,0.002245253944338911
g___ASV-21,0.004387917739454023,0.0050931091991231825,0.005890238413263024,0.005123755117280076,0.000613702550623803
g__Streptococcus_ASV-4,0.0034003818859113313,0.008160831019398577,0.003585599255669529,0.005048937386993146,0.002201739895789863
