Genus,fold_0,fold_1,fold_2,mean_importance,std_importance
g__Dolosigranulum_ASV-1,0.054429361500382134,0.05973920175563278,0.05013295212850325,0.054767171794839385,0.003929002826923774
g__Corynebacterium_ASV-1,0.04643594873887483,0.0384009675235816,0.04141420414923956,0.04208370680389867,0.003314252669504387
g__Staphylococcus_ASV-1,0.030394382498091226,0.028948760819374635,0.03831924416183109,0.03255412915976565,0.004119050760371363
g__Streptococcus_ASV-1,0.034360848978986454,0.03272174302734923,0.024326828625817153,0.03046980687738428,0.004394982247183953
g__Haemophilus_D_734546_ASV-1,0.028684916496928156,0.020574205660105094,0.02010219289875683,0.023120438351930023,0.0039393960435021224
g__Staphylococcus_ASV-2,0.024455709858705998,0.02012796986428651,0.024671793894101946,0.023085157872364818,0.0020929076686004512
g__Micrococcus_ASV-1,0.024203009382403995,0.022707271035292728,0.02145127936170009,0.02278718659313227,0.0011248094354154342
g___ASV-2,0.02272535640064735,0.02040846916690104,0.020464311170439023,0.021199378912662475,0.0010792698311720649
g__Cutibacterium_ASV-1,0.0166263257380886,0.02193313149376745,0.016520698162205256,0.018360051798020437,0.0025269168539699947
g___ASV-7,0.017348370511776862,0.015355911555136947,0.02047805400426873,0.017727445357060848,0.00210821553626833
g__Escherichia_710834_ASV-1,0.0185497141300778,0.01688908179998047,0.017035774279643846,0.017491523403234042,0.0007506465576115228
g__Cutibacterium_ASV-2,0.020551859216380766,0.013780842790418767,0.016092519344382324,0.01680840711706062,0.0028102238745296338
g__Acinetobacter_ASV-1,0.013118803111027314,0.01734841272161338,0.016737540585387158,0.015734918806009284,0.001866607830415492
g__Corynebacterium_ASV-4,0.016276973431399177,0.014469561822267715,0.011354146468515876,0.014033560574060923,0.0020332452127819565
g__Dolosigranulum_ASV-2,0.012920187742545669,0.014816440196573443,0.01361431885207583,0.013783648930398315,0.0007833466022649716
g__Corynebacterium_ASV-2,0.012690485980780914,0.014800586051664335,0.011843030663959976,0.013111367565468409,0.0012435538988671575
g__Haemophilus_D_734546_ASV-2,0.013187721147917292,0.011009529829969967,0.010150768056096776,0.011449339677994679,0.0012782398176905065
g__Streptococcus_ASV-3,0.012884435938783547,0.012763250093240943,0.008160095509766178,0.011269260513930223,0.0021990682526362194
g__Massilia_ASV-1,0.01193302127882841,0.011350578313326752,0.008716256914014326,0.01066661883538983,0.001399462675524491
g__Corynebacterium_ASV-6,0.009081919854800828,0.01030091680375704,0.011410531589615093,0.01026445608272432,0.0009510012937293493
g__Acinetobacter_ASV-3,0.010107241245217106,0.009464209349334658,0.011154197301892496,0.010241882632148086,0.0006964725633522508
g__Prevotella_ASV-1,0.011054147429026126,0.009454104707403288,0.009857578749551045,0.010121943628660153,0.0006794364182832387
g___ASV-5,0.010131806693633852,0.010501393300100876,0.00964725263538416,0.010093484209706296,0.000349752796854637
g__Streptococcus_ASV-2,0.012172816358444877,0.010467116940666163,0.006371972554819086,0.009670635284643377,0.0024342328674966628
g__Corynebacterium_ASV-3,0.011322308977373711,0.009386682789048447,0.005831909983783447,0.008846967250068534,0.002273703282381195
g__Acinetobacter_ASV-2,0.010126651578120222,0.008312886825528588,0.007743339054526158,0.008727625819391656,0.0010162187989644056
g__Prevotella_ASV-2,0.009122382889180916,0.008607959657667436,0.006920388365460474,0.008216910304102943,0.0009405263307730451
g__Brachybacterium_ASV-1,0.007568941893948131,0.0076160269418616535,0.008877563414989458,0.008020844083599746,0.0006060969449501616
g___ASV-6,0.00873601252186472,0.0073318053757659655,0.00666017428784622,0.007575997395158968,0.0008648693158332014
g__Micrococcus_ASV-2,0.0075715798972543135,0.0054553004939203115,0.007493685649400524,0.006840188680191716,0.0009797800245693767
g___ASV-8,0.005605696619003255,0.005404494821396333,0.008443427540500625,0.006484539660300072,0.0013875762648679962
g__Aeromonas_ASV-1,0.005787112578206747,0.006512722171113288,0.006279245717930673,0.006193026822416903,0.00030243742469830015
g___ASV-35,0.006702697692950345,0.005618209195700272,0.006092042423954678,0.006137649770868433,0.0004439135409336028
g__Empedobacter_790298_ASV-1,0.005004088544120679,0.004664013308675333,0.007452793598481481,0.00570696515042583,0.0012422695678934049
g__Acinetobacter_ASV-7,0.005637495556814337,0.00546834740700448,0.005022968284644414,0.005376270416154411,0.0002591904978237107
g___ASV-17,0.00442314831477743,0.005969206402676925,0.004910315435949004,0.005100890051134454,0.0006454006072482798
g__Acinetobacter_ASV-4,0.003300025793869909,0.00569787856860632,0.006268988437518022,0.005088964266664751,0.0012862781620308623
g___ASV-11,0.005020867417460108,0.003875755600376581,0.005928977966365036,0.004941866994733909,0.0008400838534106762
g__Paracoccus_ASV-1,0.005258757556087475,0.0031022233695586917,0.006320960115063674,0.0048939803469032804,0.0013391199519264283
g__Finegoldia_ASV-1,0.0029085930535073337,0.004233933861882723,0.007093098206966152,0.004745208374118736,0.0017461523539824126
g___ASV-16,0.006066670190387047,0.00396101836322815,0.004154232844850986,0.0047273071328220615,0.0009503518678028563
g__Corynebacterium_ASV-5,0.003286190594784614,0.005099655311866536,0.005565105915030568,0.004650317273893906,0.0009831216484544692
g___ASV-21,0.004399848900148606,0.005989100651393607,0.003326411819697711,0.004571787123746641,0.0010938159559267882
g___ASV-15,0.005611575064887757,0.005117853997703713,0.002880846738495059,0.004536758600362177,0.001188128274149304
g__Haemophilus_D_735815_ASV-1,0.00447022145766492,0.004126051771143713,0.004892447260148939,0.004496240162985857,0.0003134201026969217
g__Faecalibacterium_ASV-1,0.002482298304938402,0.002947042059606339,0.006299480296217606,0.003909606886920782,0.0017005132311008794
g__Chryseobacterium_796614_ASV-1,0.004373371111738241,0.002495046240137552,0.004325625122989281,0.003731347491621691,0.0008744142832686501
g___ASV-3,0.004107019388257397,0.003914657579131011,0.003109065473102179,0.0037102474801635286,0.00043229281790111416
g__Veillonella_A_ASV-1,0.0031371244387452834,0.004155652569799061,0.0032741060033710545,0.0035222943373051326,0.0004513298684722042
g__Gemella_ASV-1,0.003914141661253259,0.0041324660088855715,0.0022007120022571854,0.003415773224132005,0.0008637888283101824
g__Streptococcus_ASV-5,0.0023476600482380304,0.005394829587471705,0.0024227176690138626,0.003388402434907866,0.0014190891093745568
g__Acinetobacter_ASV-5,0.003736269148279091,0.003192672015440883,0.002804725063413252,0.003244555409044409,0.0003820667571781987
g__Streptococcus_ASV-7,0.003035296423903351,0.004243038526629352,0.002237881011401064,0.0031720719873112556,0.0008242955907028672
g__Massilia_ASV-3,0.004967689950226919,0.002799721513338135,0.0016737102424562076,0.0031470405686737537,0.001367003651165747
g__Veillonella_A_ASV-3,0.0030559075929634948,0.0034008037980685097,0.0029078174934026417,0.0031215096281448818,0.00020653747749013493
g__Escherichia_710834_ASV-2,0.002221258859179057,0.0026936099956836705,0.004411222161642494,0.0031086970055017407,0.000940995124260808
g__Luteimonas_C_615545_ASV-1,0.003236782162551696,0.0022636811642908297,0.0036586569416067172,0.003053040089483081,0.0005841291049566471
g___ASV-10,0.0032403903269254608,0.003283223553373998,0.0025061313059733313,0.00300991506209093,0.00035665784352136444
g__Streptococcus_ASV-4,0.0026153498461840277,0.004496644862735813,0.001763718346439924,0.0029585710184532547,0.0011418033735247333
g__Paracoccus_ASV-2,0.003211760993744495,0.002665496562054235,0.0029656478774491364,0.0029476351444159554,0.0002233749482312406
g___ASV-20,0.002647373638836704,0.002702453399761165,0.0034906099314640647,0.0029468123233539778,0.0003851798921331543
g__F0422_ASV-1,0.003365402636711294,0.0026319810264791243,0.002315640493549772,0.0027710080522467297,0.000439694230668016
g__Acinetobacter_ASV-6,0.003886261206205596,0.002802543055421139,0.001510445722438209,0.0027330833280216475,0.0009711653801919369
g___ASV-24,0.0033291479399452234,0.0020637449972676267,0.002762826763948367,0.002718573233720406,0.0005175454460157794
g___ASV-13,0.0032468915346556934,0.0016362848436502343,0.003221181928139881,0.0027014527688152697,0.000753260591281702
g__Actinomyces_ASV-1,0.0025633401314089544,0.0024914909635893752,0.0029707492227963547,0.0026751934392648946,0.00021103789803929038
g___ASV-79,0.0012140415614985288,0.003589959315737861,0.0032213405245978,0.0026751138006113964,0.0010440367232446399
g___ASV-12,0.002913966391524243,0.00151491607914382,0.0035721260610986423,0.0026670028439222354,0.0008578156262067691
g__Brevibacterium_ASV-1,0.001895114169636163,0.0038315407868306484,0.0020785372264406207,0.0026017307276358106,0.0008728251412184385
g__Prevotella_ASV-4,0.002021000679758427,0.0028772873227887754,0.0027000961058967162,0.0025327947028146395,0.0003690519596325785
g__Neisseria_563205_ASV-1,0.002435195425600875,0.0022533356443386957,0.002682429390208996,0.002456986820049522,0.00017585317614469148
g___ASV-9,0.0028568820964724392,0.0027100715141921126,0.0016090255737985287,0.0023919930614876932,0.0005568763488430108
g__Bifidobacterium_388775_ASV-1,0.0013508944374364033,0.002470397692546562,0.003282056829447985,0.0023677829864769836,0.0007917257014506487
g__Neisseria_563205_ASV-2,0.002274035577258899,0.0025567599738161016,0.0021428644733710433,0.0023245533414820146,0.00017270669683742826
g___ASV-41,0.001751383792104932,0.003629743112071879,0.0013700151220099775,0.0022503806753955964,0.0009877047684464044
g__SIO2C1_ASV-1,0.0021081154036702104,0.001991339996518195,0.0025194674357521107,0.002206307611980172,0.0002265111187080132
g__Porphyromonas_A_859423_ASV-1,0.0020012035469187768,0.0025018283750045645,0.001967153039429381,0.0021567283204509072,0.0002444182140032042
g__Psychrobacter_ASV-1,0.0012989069097537858,0.00214507072369481,0.0030241295386632602,0.002156035724037285,0.0007043618640299944
g__Corynebacterium_ASV-8,0.0019941846112290175,0.00193530763577615,0.0022051190657012853,0.0020448704375688174,0.00011583419665876688
g__Staphylococcus_ASV-3,0.0018819182967425563,0.0020335950577025667,0.001959223862260645,0.0019582457389019227,6.192564088113362e-05
g__Fusobacterium_C_ASV-1,0.0016915771667692834,0.002152559402446678,0.0018711341508071782,0.0019050902400077133,0.00018972070243365336
g__Chryseobacterium_796614_ASV-2,0.0019401225104449438,0.0011025222038836728,0.002637970829151687,0.0018935385144934348,0.0006277091533072017
g__Blautia_A_141781_ASV-1,0.0015558873089684976,0.0017230922103558806,0.0023490951339740335,0.0018760248844328041,0.00034140490673367313
g___ASV-23,0.0023469297223872965,0.0020653752747988377,0.001155382305547929,0.001855895767578021,0.0005084994654885749
g__Rothia_ASV-1,0.001456837461735694,0.0022740947223388206,0.0018358099815899771,0.001855580721888164,0.00033393663982965937
g__Granulicatella_ASV-1,0.0018627918290088634,0.002004612784566562,0.0016548265436608504,0.0018407437190787587,0.00014364816496183688
g__Acinetobacter_ASV-9,0.0016818420565290928,0.002104134411887147,0.001729355423607884,0.0018384439640080413,0.0001888702210221626
